slot number	?0	rarity	Gacha	DMG	DPS	internalname	correctname	searchname	Base HP	Knockback	Movespeed	BaseDmg	Half time between attacks	Range	Cost	Base Cost	Respawn time no treasures (f)	?1	Hitbox size	Red	?2	Area	First frame atk	?3	?4	Floating	Black	Metal	White	Angel	Alien	Zombie	Strong against	knockback %	Freeze %	Freeze by frames	Slow Chance	Slow Length	Resistant	Massive Dmg	Critical %	Only attacks?	Extra Money	Base Destroyer	Wave chance	Wave level	Weaken chance %	Weaken Length	Weaken by %	Strengthen at % health	Increase damage by	Survive chance %	Metal attrib	Standing Distance	LD width	Resist shockwave	Wave Blocker	Resist  Knockback	Resist Freeze	Resist Slow	Resist Weaken	Zombie Killer	Witch Killer	Target Witch	# of atks before not moving	Shield Wall flag	1 multihit BaseDmg	2 multihit BaseDmg	1 multihit frame	2 multihit frame	Use ability 1st hit	Use ability first multi hit	Use Ability 2 multihit	Spawn Animation	Soul animation	Unique Spawn Animation	Marks Legend forms? + Moneko	?5	?6	Barrier breaker % chance	Warp Chance	Warp duration	Minimum Warp	Maximum Warp	Warp Blocker	Target eva angels	Eva killer?	Target Relic	Resist Curse	Insanely Resistant	Insanely Massive Dmg	Savage blow %	Savage blow dmgX	Dodge Chance	Dodge time	Full Swing	correctname	atk freq	backswing	dps
237	3	S	0	1700	256	unit238	Freshman Cat Jobs	freshman cat jobs	80	3	1	100	83	300	600	400	2500	0	320	1	0	0	34	0	9	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	77	Freshman Cat Jobs	199	43	15,07537688
237	4	S	0	2125	320	unit238	Prof. Cat Jobs	prof. cat jobs	90	3	1	125	83	300	600	400	2500	0	320	1	0	0	34	0	9	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	77	Prof. Cat Jobs	199	43	18,84422111
238	3	S	0	4216	1119	unit239	Rich Cat III	rich cat iii	120	2	3	248	41	250	600	400	2500	0	320	0	0	0	32	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	248	0	40	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	Rich Cat III	73	67	203,8356164
238	4	S	0	4913	1304	unit239	Rich Cat Sr.	rich cat sr.	150	2	3	289	41	250	600	400	2500	0	320	0	0	0	32	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	289	0	40	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	Rich Cat Sr.	73	67	237,5342466
239	3	S	0	170	16	unit240	Sniper the Recruit	sniper the recruit	100	1	2	10	150	1000	900	600	2500	0	320	1	0	0	22	0	9	1	1	0	1	1	1	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	Sniper the Recruit	321	15	0,9345794393
239	4	S	0	340	32	unit240	Sniper the Heavy	sniper the heavy	125	1	2	20	150	1000	900	600	2500	0	320	1	0	0	22	0	9	1	1	0	1	1	1	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	Sniper the Heavy	321	15	1,869158879
240	3	U	11	2550	933	unit241	Togeluga	togeluga	500	5	4	150	35	140	4500	3000	500	0	320	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	Togeluga	191	178	23,56020942
240	4	U	11	51000	2550	unit241	Togelan Pasalan	togelan pasalan	50	1	4	3000	248	445	4500	3000	2500	0	320	0	0	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Togelan Pasalan	600	-80	150
240	5	U	11	51000	3000	unit241	Shishilan Pasalan	shishilan pasalan	3000	100	4	3000	203	445	4500	3000	2500	0	320	0	0	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	200	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	Shishilan Pasalan	510	86	176,4705882
241	3	U	15	26435	5019	unit242	Frosty Kai	frosty kai	4000	2	15	1555	54	175	3990	2660	1200	0	320	0	0	1	51	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	Frosty Kai	158	30	295,2531646
241	4	U	15	42415	8053	unit242	Frosty Kai Type u	frosty kai type u	5200	2	15	2495	54	175	3990	2660	1200	0	320	0	0	1	51	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	Frosty Kai Type u	158	30	473,7341772
242	3	U	15	51000	3066	unit243	Santa Kuu	santa kuu	1800	5	12	3000	220	400	4200	2800	1999	0	320	0	0	1	60	0	9	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	Santa Kuu	499	71	180,3607214
242	4	U	15	71400	4293	unit243	Santa Kuu Type y	santa kuu type y	3300	5	12	4200	220	400	4200	2800	1999	0	320	0	0	1	60	0	9	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	Santa Kuu Type y	499	71	252,50501
243	3	U	15	21930	3481	unit244	Holy Coppermine	holy coppermine	1620	3	7	1290	45	375	3720	2480	999	0	320	0	0	1	100	0	9	0	0	0	0	1	1	0	0	0	50	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	Holy Coppermine	189	66	204,7619048
243	4	U	15	29750	4722	unit244	Holy Coppermine, type k	holy coppermine, type k	2300	3	7	1750	45	375	3720	2480	999	0	320	0	0	1	100	0	9	0	0	0	0	1	1	0	0	0	50	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	Holy Coppermine, type k	189	66	277,7777778
244	3	R	0	2975	893	unit245	A Gift of Cats	a gift of cats	700	3	30	175	0	160	825	550	230	0	320	0	0	0	8	0	9	0	0	0	0	1	0	0	0	0	30	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	A Gift of Cats	96	88	54,6875
244	4	R	0	2975	939	unit245	Cat's Gift	cat's gift	800	3	30	175	18	160	825	550	230	0	320	0	0	0	6	0	9	0	0	0	0	1	0	0	0	0	30	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	Cat's Gift	101	95	51,98019802
245	3	E	0	1700	402	unit246	Li'l Gross Cat	li'l gross cat	160	3	8	100	60	300	600	400	165	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Li'l Gross Cat	127	4	23,62204724
245	4	E	0	1700	408	unit246	Li'l Sexy Legs Cat	li'l sexy legs cat	160	3	8	100	60	300	600	400	165	0	320	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	Li'l Sexy Legs Cat	125	10	24
245	5	E	0	3400	816	unit246	Li'l Macho Legs Cat	li'l macho legs cat	640	3	8	200	60	300	600	400	245	0	320	0	0	0	6	0	9	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Li'l Macho Legs Cat	125	6	48
246	3	E	0	221	737	unit247	Li'l Cow Cat	li'l cow cat	200	5	20	13	0	130	750	500	135	0	320	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Li'l Cow Cat	10	4	39
246	4	E	0	221	737	unit247	Li'l Giraffe Cat	li'l giraffe cat	200	5	20	13	0	130	750	500	135	0	320	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Li'l Giraffe Cat	10	4	39
246	5	E	0	442	1473	unit247	Li'l Lion Cat	li'l lion cat	800	5	20	26	0	130	750	500	195	0	320	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Li'l Lion Cat	10	4	78
247	3	E	0	2380	1457	unit248	Li'l Bird Cat	li'l bird cat	120	4	8	140	20	160	975	650	125	0	320	0	0	1	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	Li'l Bird Cat	49	17	85,71428571
247	4	E	0	2805	1476	unit248	Li'l UFO Cat	li'l ufo cat	120	4	8	165	20	160	975	650	125	0	320	0	0	1	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	Li'l UFO Cat	57	-4	86,84210526
247	5	E	0	5610	2953	unit248	Li'l Flying Cat	li'l flying cat	480	4	8	330	20	170	975	650	185	0	320	0	0	1	18	0	9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	Li'l Flying Cat	57	16	173,6842105
248	3	0	0	850	0	unit249	jap248b	jap248b	380	3	10	50	0	220	540	360	220	0	320	0	0	0	4	0	9	0	0	0	0	0	0	1	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	jap248b	66	62	22,72727273
248	4	0	0	850	0	unit249	jap248e	jap248e	380	3	10	50	0	220	540	360	220	0	320	0	0	0	22	0	9	0	0	0	0	0	0	1	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	jap248e	66	44	22,72727273
249	3	0	0	170	0	unit250	jap249b	jap249b	100	2	9	10	18	140	75	50	75	0	320	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	jap249b	46	12	6,52173913
249	4	0	0	170	0	unit250	jap249e	jap249e	100	2	9	10	18	140	75	50	75	0	320	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	jap249e	46	12	6,52173913
249	5	0	0	170	0	unit250	jap249t	jap249t	100	2	9	10	18	140	75	50	75	0	320	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	jap249t	46	12	6,52173913
250	3	0	0	986	0	unit251	jap250b	jap250b	450	5	25	58	10	140	750	500	135	0	320	0	0	0	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	jap250b	39	12	44,61538462
250	4	0	0	986	0	unit251	jap250e	jap250e	450	5	25	58	10	140	750	500	135	0	320	0	0	0	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	jap250e	39	12	44,61538462
250	5	0	0	986	0	unit251	jap250t	jap250t	450	5	35	58	10	140	750	500	135	0	320	0	0	0	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	jap250t	39	12	44,61538462
251	3	0	0	4250	0	unit252	jap251b	jap251b	600	2	7	250	30	175	975	650	225	0	320	1	0	0	16	0	9	1	1	0	1	1	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	jap251b	75	26	100
251	4	0	0	4250	0	unit252	jap251e	jap251e	600	2	7	250	30	175	975	650	225	0	320	1	0	0	16	0	9	1	1	0	1	1	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	jap251e	75	26	100
251	5	0	0	4250	0	unit252	jap251t	jap251t	600	2	7	250	30	175	975	650	225	0	320	1	0	0	16	0	9	1	1	0	1	1	1	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	jap251t	75	26	100
252	3	0	0	1105	0	unit253	jap252b	jap252b	1000	1	5	65	20	360	1350	900	480	0	320	0	0	1	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	jap252b	55	17	35,45454545
252	4	0	0	1105	0	unit253	jap252e	jap252e	1000	1	5	65	20	360	1350	900	480	0	320	0	0	1	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	jap252e	55	17	35,45454545
252	5	0	0	1105	0	unit253	jap252t	jap252t	1000	1	5	65	20	380	1350	900	480	0	320	0	0	1	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	jap252t	55	17	35,45454545
253	3	0	0	1020	0	unit254	jap253b	jap253b	450	3	12	60	20	330	675	450	185	0	320	0	0	0	23	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	jap253b	62	12	29,03225806
253	4	0	0	1020	0	unit254	jap253e	jap253e	450	3	12	60	20	330	675	450	185	0	320	0	0	0	23	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	jap253e	62	12	29,03225806
253	5	0	0	2040	0	unit254	jap253t	jap253t	450	3	12	120	20	330	675	450	185	0	320	0	0	0	23	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	jap253t	62	12	58,06451613
254	3	0	0	2550	0	unit255	jap254b	jap254b	580	4	9	150	0	180	990	660	220	0	320	1	0	0	22	0	9	1	1	0	1	1	1	1	0	0	5	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	jap254b	47	25	95,74468085
254	4	0	0	2550	0	unit255	jap254e	jap254e	580	4	9	150	0	180	990	660	220	0	320	1	0	0	22	0	9	1	1	0	1	1	1	1	0	0	5	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	jap254e	47	25	95,74468085
254	5	0	0	2550	0	unit255	jap254t	jap254t	580	4	9	150	0	180	990	660	220	0	320	1	0	0	22	0	9	1	1	0	1	1	1	1	0	0	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	jap254t	47	25	95,74468085
255	3	0	0	7650	0	unit256	jap255b	jap255b	1200	2	6	450	60	400	2250	1500	840	0	320	0	0	0	37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	jap255b	156	19	86,53846154
255	4	0	0	7650	0	unit256	jap255e	jap255e	1200	2	6	450	60	400	2250	1500	840	0	320	0	0	0	37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	jap255e	156	19	86,53846154
255	5	0	0	7650	0	unit256	jap255t	jap255t	1200	2	6	450	60	410	2250	1500	840	0	320	0	0	0	37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	jap255t	156	19	86,53846154
256	3	0	0	14875	0	unit257	jap256b	jap256b	1500	1	4	875	175	415	2400	1600	1200	0	320	1	0	1	16	0	3	0	1	1	1	1	1	1	0	0	0	0	10	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	jap256b	365	17	71,91780822
256	4	0	0	14875	0	unit257	jap256e	jap256e	1500	1	4	875	175	415	2400	1600	1200	0	320	1	0	1	16	0	3	0	1	1	1	1	1	1	0	0	0	0	10	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	jap256e	365	17	71,91780822
256	5	0	0	14875	0	unit257	jap256t	jap256t	1500	1	4	875	175	415	2400	1600	1200	0	320	1	0	1	16	0	3	0	1	1	1	1	1	1	0	0	0	0	20	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	jap256t	365	17	71,91780822
257	3	U	7	24650	4131	unit258	Thunder God Zeus	thunder god zeus	3150	2	8	1450	58	480	4800	3200	2500	0	320	0	0	1	64	5	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	Thunder God Zeus	179	67	243,0167598
257	4	U	7	32300	5413	unit258	The Majestic Zeus	the majestic zeus	3800	2	8	1900	58	480	4800	3200	2500	0	320	0	0	1	64	5	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	The Majestic Zeus	179	67	318,4357542
258	3	U	7	35700	4011	unit259	Anubis the Protector	anubis the protector	2400	3	18	2100	76	425	4200	2800	2200	0	320	0	0	1	116	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	Anubis the Protector	267	41	235,9550562
258	4	U	7	47600	5348	unit259	Anubis the Unblemished	anubis the unblemished	3200	3	18	2800	76	425	4200	2800	2200	0	320	0	0	1	116	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	Anubis the Unblemished	267	41	314,6067416
259	3	U	7	30600	2557	unit260	Radiant Aphrodite	radiant aphrodite	1950	4	7	1800	119	600	4500	3000	2100	0	320	0	0	1	122	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	450	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	Radiant Aphrodite	359	69	150,4178273
259	4	U	7	40800	3409	unit260	Megaphrodite	megaphrodite	2600	4	7	2400	119	600	4500	3000	2100	0	320	0	0	1	122	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	450	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	Megaphrodite	359	69	200,5571031
